Rating_Number,Votes_Number,Computer_Score,Group_Rank,Group_Rank_Size,Total_Rank,Total_Rank_Size,HDMI,Keyboard,Generation,GPU,Solid State Drive,Microphone In,Process Node,USB Ports,RAM,SSD Interface,Touch,Anti Glare Screen,Speed,Cores,Cache,Inbuilt Microphone,Utility,OS,Keyboard Backlit,Optical Drive,Resolution,RAM Bus Speed,Headphone Jack,Battery,Dimensions,Ethernet,Model,Size,Sales Package,PPI,Speakers,Camera,WiFi,Brand,Series,Battery Details,Type,Touchpad,Warranty,Features,Security Lock Port,Processor,Adapter Type,Bluetooth,Weight,Device Type,Price
4.1,87,3,207,260,1810,2352,1 x HDMI 2.0 Port,RGB Gaming Keyboard,11th Gen,NVIDIA GeForce RTX 3060,1TB,Yes,No,"1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",16GB DDR4,No,No,Yes,8 x 2.3GHz (Turbo Speed upto 4.6GHz) Cores,"Octa Core, 16 Threads",24MB,Yes,"Gaming, Performance",Windows 10 Home (64-bit),No,No,1920x1080pixels,No,Yes,3 Cell Battery,359x259x23.95mm,Yes,Pulse GL66 11UEK248IN,15.6inches,"Laptop, Battery, Power Adapter, User Guide, MSI Essential Backpack",~ 141PPI,2 x 2 W Speakers,Yes,Intel Wi-Fi 6 AX201(2x2 ax),Intel,Pulse GL66,No,IPS,Yes,2years Warranty,"Full HD IPS Display (72% NTSC Color Gamut, 100% sRGB)",No,11th Gen Intel Core i7 11800H,180 W AC Adapter\n,v5.1,2.25kg,Netbook,49999.0
4.7,81,3,216,231,2029,2352,1 x HDMI Port,No,3rd Gen,Radeon Vega 8 Graphics,No,Yes,No,"2 x USB 3.0, 1 x USB 2.0",8GB,No,No,Yes,4 x 2.1GHz (Turbo Speed upto 3.7GHz) Cores,"Quad Core, 8 Threads",4MB,Yes,Business,Windows 10,No,No,1920x1080pixels,No,Yes,3 Cell Battery,No,Yes,13-ar0118AU,13.3inches,No,~ 166PPI,Bang & Olufsen speakers,Yes,802.11b/g/n/a/ac (2x2),Amd,Envy x360,No,Diagonal FHD IPS BrightView,Yes,1year Warranty,No,No,3rd Gen Amd Ryzen 5 3500U,No,v4.2,1.3kg,Ultrabook,149000.0
4.4,228,2,43,227,361,2352,1 x HDMI Port,Pro keyboard,12th Gen,Intel Iris Xe Graphics,512GB,Yes,No,"1 x USB Type-C, 1 x USB 3.0",16GB,No,Yes,Yes,8 x 1.7GHz (Turbo Speed upto 4.7GHz) Cores,"Octa Core, 12 Threads",12MB,Internal Dual Array Digital Mic,Everyday Use,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,No,Yes,No,304.4x202x12.9mm,No,Galaxy Book2 360,13.3inches,No,~ 166PPI,Stereo Speakers,720p HD Camera,"Wi-Fi 6E (Gig+), 802.11 ax 2x2",Intel,Galaxy Book2,No,AMOLED Display,Yes,1year Warranty,No,No,12th Gen Intel Core i7 1255U,65 W USB Type-C Adapter,v5.1,1.16kg,Hybrid,99990.0
4.35,194,3,347,376,2044,2352,1 x HDMI Port,No,5th Gen,AMD Radeon Graphics,512GB,Yes,No,"2 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",16GB DDR4,No,No,Yes,8 x 3.2GHz (Turbo Speed upto 4.4GHz) Cores,"Octa Core, 16 Threads",16MB,Yes,Everyday Use,Windows 10 Home (64-bit),Yes,No,3200x2000pixels,3200MHz,Yes,No,350x242x17.9mm,No,RedmiBook 15,15.6inches,No,~ 242PPI,2×2W Speakers,Yes,Yes,AMD,Ryzen 7,No,LED,Yes,1year Warranty,90Hz Refresh Rate,No,5th Gen AMD Ryzen 7 5800H,100W USB-C Power Adapter,v5.1,1.8kg,Netbook,70999.0
4.3,125,2,151,310,756,2352,1 x HDMI Port,"Backlight Keyboard (Single-Color, White)",5th Gen,AMD Radeon Graphics,256GB,Yes,No,"1 x USB Type-C, 2 x USB 3.0",8GB DDR4,No,No,Yes,6 x 2.1GHz (Turbo Speed upto 4GHz) Cores,"Hexa Core, 12 Threads",8MB,Built-in microphone,"Business, Performance",Windows 10 Home (64-bit),Yes,No,1920x1080pixels,No,Yes,"52Wh, 3 Cell Battery",319x219x16.9mm,No,"Modern 14 B5M, Modern 14",14inches,"Laptop, Manual, Adapter",~ 157PPI,Built-in Dual Speakers,Yes,"Intel Wi-Fi 6 AX201(2*2 ax), Intel Wi-Fi 6 AX201(2*2 ax)",AMD,Modern 14,No,IPS-Level,Yes,1year Warranty,60Hz 45%NTSC,No,5th Gen AMD Ryzen 5  5500U,65W Adapter,v5.1,1.3kg,Ultrabook,96490.0
4.1,64,2,38,481,589,2352,1 x HDMI 1.4 Port,"Non-backlit, English, No",11th Gen,Intel Integrated UHD,512GB,Yes,No,"2 x USB 3.0, 1 x USB 2.0",8GB DDR4,No,No,Yes,2 x (Turbo Speed upto 4.1GHz) Cores,"Dual Core, 4 Threads",6MB,Built-in array microphone,Performance,Windows 10 Home (64-bit),Yes,No,1920x1080pixels,No,Yes,45Wh Battery,359.2x236.5x19.9mm,No,15ITL6,15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Built-in Dual Speakers,Yes,"11ac, 2x2",Intel,IdeaPad 3,No,No,Yes,1year Warranty,Full HD,No,11th Gen Intel Core i3 1115G4,65 W AC Adapter\n,v5,1.65kg,Ultrabook,59990.0
4.15,286,3,153,260,1601,2352,1 x HDMI Port,80-/81-/84-key Acer backlight keyboard layout with international language support including indicators of CapsLock and F4/Microphone mute,13th Gen,Intel Iris Xe Graphics,512GB,Yes,10nm,"1 x USB Type-C, 2 x USB 3.0",16GB LPDDR4X,NVMe PCIe Gen4,No,Yes,2 x (Turbo Speed upto 4.6GHz) Performance Cores  8 x (Turbo Speed upto 3.4GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB,Yes,Performance,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,No,Yes,"50Wh, 3 Cell Battery",328.6x223.5x17.9mm,No,AV14-52P,14inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 157PPI,Stereo,720p HD,Killer Wireless 6E 1675i,Intel,Aspire Vero,50 Wh,LED,Yes,1year Onsite Warranty,high-brightness (300 nits),Yes,13th Gen Intel Core i5 1335U,3-pin 65 W AC Adapter,v5.1,1.5kg,Ultrabook,50020.0
4.35,597,3,142,272,1780,2352,1 x HDMI Port,"99- 100- 103-key Acer with international language support, with indicators of CapsLock and F4/Microphone mute, Yes",13th Gen,Intel Integrated Iris Xe,512GB,Yes,10nm,"1 x USB Type-C, 2 x USB 3.0",8GB LPDDR5,NVMe PCIe Gen4,No,No,2 x (Turbo Speed upto 4.6GHz) Performance Cores  8 x (Turbo Speed upto 3.4GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB,No,Performance,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,No,Yes,"50Wh, 3 Cell Battery",No,No,"A515-58M, A515-58M",15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Yes,Yes,2x2 AX Wi-Fi 6E,Intel,Aspire 5 15,No,LED-backlit TFT LCD,Yes,1year Onsite Warranty,No,Yes,13th Gen Intel Core i5 1335U,3-pin 65 W AC adapter,v5.1,1.75kg,Ultrabook,44490.0
4.7,104,3,300,453,1302,2352,1 x HDMI Port,No,13th Gen,Intel Iris Xe Graphics,512GB,Yes,No,"2 x USB Type-C, 2 x USB 3.0",16GB,No,Yes,Yes,4 x (Turbo Speed upto 4.7GHz) Performance Cores  8 x (Turbo Speed upto 3.5GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18MB,Quad Digital Microphones,"Business, Performance",Windows 11 Home (64-bit),Yes,No,2520x1680pixels,No,Yes,84Wh Battery,351x254.9x17.8mm,No,16s,16inches,No,~ 189PPI,Stereo Speakers,1080P FHD camera,IEEE 802.11a/b/g/n/ac/ax,Intel,MateBook,84 Wh (rated capacity),IPS,Multi-Touch Gestures Enabled,1year Warranty,"100% sRGB Colour Gamut, 300nits Brightness",No,13th Gen Intel Core i5 13500H,USB-C Power Adapter,v5.2,1.99kg,Ultrabook,64990.0
4.1,72,3,458,481,1990,2352,1 x HDMI 1.4 Port,Standard Keyboard,11th Gen,Intel Integrated UHD,256GB,Yes,No,"2 x USB 3.0, 1 x USB 2.0",8GB DDR4,No,No,Yes,2 x (Turbo Speed upto 4.1GHz) Cores,"Dual Core, 4 Threads",6MB,Dual Array Microphone,"Everyday Use, Performance",Windows 11 Home (64-bit),No,No,1920x1080pixels,3200MHz,Yes,No,324x215x19.9mm,No,"15ITL6, 15ITL6",15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Stereo Speakers,Yes,IEEE 802.11a/b/g/n/ac,Intel,IdeaPad 3,No,Full HD,Yes,1year Warranty,"60 Hz, 220 nits",No,11th Gen Intel Core i3 1115G4,Round Tip 2 Pin AC Adaptor,v5,1.4kg,Ultrabook,59990.0
4.75,74,2,142,159,763,2352,1 x HDMI Port,"English , Yes",11th Gen,Intel Integrated UHD,512GB,Yes,No,"1 x USB Type-C, 1 x USB 3.0, 3 x USB 2.0",16GB DDR4,No,No,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,"Quad Core, 8 Threads",8MB,Yes,Performance,Windows 10 Home (64-bit),Yes,No,1920x1080pixels,No,Yes,3 Cell Battery,365x240x18.9mm,No,E15,15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,No,Yes,"Intel Wireless-AC 9560, 802.11ac Dual Band (2x2) Wi-Fi",Intel,ThinkPad E15,No,Full HD LED Display,Yes,1year Onsite Warranty,No,No,11th Gen Intel Core i5 1135G7,45 W AC Adapter,v5.1,1.7kg,Netbook,185990.0
4.3,1,3,119,319,1845,2352,1 x HDMI v1.4b Port,Full-size Jet Black Keyboard with Numeric Keypad,11th Gen,NVIDIA GeForce MX350,No,Yes,No,"1 x USB Type-C, 2 x USB 2.0",8GB DDR4,No,No,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,"Quad Core, 8 Threads",8MB,Integrated Dual Array Digital Microphone,Performance,Windows 10 Home (64-bit),No,No,1920x1080pixels,2666MHz,Yes,"41Wh, 3 Cell Battery",358x242x19.9mm,Integrated 10/100/1000 Gigabit Ethernet LAN,15s-du3060TX,15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Built-in Dual Speakers,Yes,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),Intel,15s,No,LED,Touchpad with Multi-touch Gesture Support,1year Onsite Warranty,"Full HD LED Backlit IPS Micro-edge Display (250 nits Brightness, 45% NTSC Color Gamut)",No,11th Gen Intel Core i5 1135G7,No,v5,1.75kg,Ultrabook,33990.0
4,128,2,196,270,1220,2352,1 x HDMI Port,Standard Notebook Keyboard,8th Gen,AMD Radeon 530,No,Yes,No,2 x USB 3.0,8GB DDR4,No,No,No,4 x 1.6GHz (Turbo Speed upto 3.4GHz) Cores,"Quad Core, 8 Threads",6MB,Internal Microphone,Everyday Use,Ubuntu (64-bit),No,DVD R/W Writer,1920x1080pixels,2133MHz,Yes,4 Cell Battery,No,No,15 3578,15.6inches,No,~ 141PPI,Dual Speakers,Yes,802.11 b/g/n,Intel,Core i5,No,LED,Multi-Touch Gestures Enabled,1year Onsite Warranty,Full HD LED Backlit IPS Display,No,8th Gen Intel Core i5 8250U,No,v4.1,2.1kg,Netbook,87150.0
3.7,439,2,225,447,1310,2352,1 x HDMI Port,No,12th Gen,Intel Iris Xe Graphics,512GB,Yes,10 nm,"1 x USB Type-C, 2 x USB 3.0",16GB,No,Yes,Yes,6 x 2.3GHz (Turbo Speed upto 4.7GHz) Performance Cores  8 x 1.7GHz (Turbo Speed upto 3.5GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24MB,Quad Digital Microphones,"Business, Performance",Windows 11 Home (64-bit),Yes,No,2520x1680pixels,No,Yes,No,351x254.9x17.8mm,No,16s,16inches,No,~ 189PPI,Stereo Speakers,1080P FHD camera,IEEE 802.11a/b/g/n/ac/ax,Intel,MateBook,No,IPS,Multi-Touch Gestures Enabled,1year Warranty,"100% sRGB Colour Gamut, 300nits Brightness",No,12th Gen Intel Core i7 12700H,USB-C Power Adapter,v5.2,1.99kg,Ultrabook,53994.0
4.25,103,3,114,345,1534,2352,1 x HDMI Port,Gaming Keyboard,13th Gen,NVIDIA GeForce RTX 4060,512GB,Yes,10nm,"2 x USB Type-C, 3 x USB 3.0",16GB LPDDR5,NVMe,No,Yes,8 x (Turbo Speed upto 5GHz) Performance Cores  8 x (Turbo Speed upto 3.7GHz) Efficient Cores,"16 Cores (8P + 8E), 24 Threads",30MB,Built-in Microphone,Gaming,Windows 11 Home Basic (64-bit),Yes,No,2560x1600pixels,5600MHz,Yes,4 Cell Battery,No,Yes,NH.QLTSI.002,16inches,No,~ 141PPI,Built-in Speakers,Yes,IEEE 802.11a/b/g/n/ac/ax,Intel,Predator Helios 16,No,LED-Backlit,with Multi-Touch Gestures Enabled,1year Onsite Warranty,"3 Milliseconds Response Time, QHD 400 Nits Acer ComfyView TFT Display",Yes,13th Gen Intel Core i7 13700HX,No,v5.2,No,Netbook,39863.0
4.45,67,2,173,231,556,2352,1 x HDMI Port,"Standard English , Yes",12th Gen,Intel Iris Xe Graphics,512GB,Yes,10 nm,"2 x USB Type-C, 2 x USB 3.0",16GB LPDDR5,NVMe,No,Yes,4 x 2.1GHz (Turbo Speed upto 4.7GHz) Performance Cores  8 x 1.5GHz (Turbo Speed upto 3.4GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18MB,Built-In Microphones,Performance,Windows 11 Pro (64-bit),Yes,No,1920x1200pixels,4800MHz,Yes,3 Cell Battery,312x217x16.9mm,No,"X13, 21BNS03K00",13.3inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 170PPI,In-Built Stereo Speakers,Yes,Yes,Intel,ThinkPad X13,No,LED,Yes,3years Warranty,300Nits,Yes,12th Gen Intel Core i7 1260P,65W AC Adapter,Yes,1.29kg,Ultrabook,149990.0
4.75,73,2,107,139,844,2352,No,Full-size backlit keyboard. 1.5 mm key travel,12th Gen,Intel Iris Xe,512GB,Yes,No,2 x USB Type-C,16GB LPDDR5,No,Yes,Yes,12 x (Turbo Speed upto 4.7GHz) Cores,"12 Cores, 16 Threads",18MB,4,Everyday Use,Windows 11 Home,Yes,No,3120x2080pixels,No,Yes,60Wh Battery,310x221x15.5mm,No,MateBook X Pro 2022 12th Generation Core Edition,14.2inches,"HUAWEI MateBook X Pro, Super Fast Charge Power Adapter (Max 90 W), USB-C data charging cable, HUAWEI USB-C OTG Adapter Cable, Quick start, Warranty Card",~ 264PPI,6,720p HD Camera,"IEEE 802.11a/b/g/n/ac/ax, 160 MHz",Intel,MateBook,No,LTPS,Trackpad supports multi-touch and pressure touch,1year Warranty,"92.5% Screen Ratio, 500 Nits Brightness, 90Hz Refresh rate, P3 color gamut, 1500:1 Contrast Ratio, 178 degrees viewing angle, 1.07 billion colors",No,12th Gen Intel Core i7 1260P,90W Power Adapter,v5.2,1.38kg,Ultrabook,124990.0
4.55,75,2,71,159,534,2352,1 x HDMI Port,Standard Notebook Keyboard,8th Gen,AMD Radeon 520,No,Yes,No,2 x USB 3.0,4GB DDR4,No,No,No,No,No,No,Digital Microphone,No,Windows 10 Home Basic (64-bit),No,DVD R/W Writer,1920x1080pixels,2133MHz,Yes,4 Cell Battery,No,No,15 3578 (A553116WIN9),15.6inches,No,~ 141PPI,Stereo Speakers,Yes,802.11 a/b/g/n/ac,Intel,No,No,No,with Multi-touch Gesture Support,1 Year,Full HD LED IPS Display,No,8th Gen Intel,No,v4.1,2.1kg,No,169990.0
4.7,55,2,114,139,1043,2352,1 x HDMI 1.4b Port,English Keyboard,5th Gen,AMD Radeon Graphic,512GB,Yes,No,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",4GB DDR4,No,No,Yes,4 x 2.6GHz (Turbo Speed upto 3.8GHz) Cores,"Quad Core, 8 Threads",4MB,Yes,Performance,DOS,No,No,1920x1080pixels,No,Yes,2 Cell Battery,359.2x235.8x19.9mm,No,82KDA00UIH,15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 147PPI,Yes,Yes,802.11ac 1x1 Wi-Fi,AMD,V15 G2,No,Full HD TN LED Display,Yes,1year Onsite Warranty,No,No,5th Gen AMD Ryzen 3 5300U,No,v5,1.7kg,Ultrabook,113999.0
4.55,81,3,438,447,2181,2352,1 x HDMI 2.1 Port,"Orange, Yes",6th Gen,NVIDIA GeForce RTX 3050 Ti,512GB,Yes,No,"1 x USB Type-C, 3 x USB 3.0",16GB DDR5,No,No,Yes,8 x 3.2GHz (Turbo Speed upto 4.7GHz) Cores,"Octa Core, 16 Threads",16MB,Yes,Gaming,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,4800MHz,No,"56Wh, 3 Cell Battery",357x272x26.9mm,Yes,"G15-5525, G15-5525",15.6inches,"Laptop, battery, adapter, cables and user manuals",~ 141PPI,Stereo,Yes,MediaTek Wi-Fi 6 MT7921 2x2,AMD,Ryzen 7,No,Full HD,Yes,1year Onsite Warranty,"120Hz, 250 nits Brightness, Narrow Border",No,6th Gen AMD Ryzen 7  6800H,No,Yes,2.51kg,Netbook,53999.0
4.1,115,3,144,319,1942,2352,1 x HDMI Port,Standard Notebook Keyboard,No,Intel HD Graphics,32GB,Yes,No,"1 x USB Type-C, 1 x USB 3.0",4GB LPDDR4,No,No,Yes,2 x 1.1GHz (Turbo Speed upto 2.4GHz) Cores,"Dual Core, 2 Threads",2MB,Internal Microphone,Everyday Use,Chrome Google  (64-bit),No,No,1366x768pixels,2400MHz,Yes,2 Cell Battery,287.02x198.12x17.7mm,Native,C223NA-DH02,11.6inches,No,~ 135PPI,Stereo Speakers,Yes,802.11 a/b/g/n/ac,Intel,Celeron,No,LED,Multi-Touch Gestures Enabled,1year Onsite Warranty,HD LED Display,No,Intel Celeron N3350,No,v4.1,990g,Netbook,33549.0
4,69,2,17,227,243,2352,1 x HDMI Port,No,No,Intel UHD Graphics 600,No,Yes,No,2 x USB Type-C,4GB LPDDR4,No,Yes,No,2 x 1.1GHz (Turbo Speed upto 2.6GHz) Cores,"Dual Core, 2 Threads",4MB,Dual Array Digital Microphone,Everyday Use,Chrome,No,No,1366x912pixels,2400MHz,Yes,No,272x216x17.3mm,No,12b-ca0010nr,12inches,No,~ 137PPI,Dual Speakers,Yes,Yes,Intel,Celeron N4000,No,IPS,Yes,No Warranty,No,No,Intel Celeron N4000 N4000,No,Yes,1.34kg,Hybrid,105990.0
4.2,1,3,142,178,2262,2352,1 x Mini HDMI Port,No,No,Intel Integrated UHD Graphics,128GB,Yes,No,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",4GB DDR4,No,No,Yes,2 x 1.1GHz (Turbo Speed upto 2.8GHz) Cores,"Dual Core, 2 Threads",4MB,Yes,Performance,DOS (64-bit),No,No,1920x1080pixels,No,Yes,2 Cell Battery,371x239x22mm,Yes,NU14U2INC43VD-CS,14.1inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 156PPI,Yes,"Yes, 2MP",Yes,Intel,ULTIMUS S151,No,IPS,Yes,1year Onsite Warranty,60 Hz,No,Intel Celeron  N4020,24 Watts,v5,1.77kg,Netbook,27550.0
4.45,388,3,478,481,2222,2352,1 x HDMI Port,80-/81-/84-key Acer backlight keyboard layout with international language support including indicators of CapsLock and F4/Microphone mute,13th Gen,Intel Integrated UHD,512GB,Yes,10nm,"1 x USB Type-C, 2 x USB 3.0",16GB LPDDR4X,NVMe PCIe Gen4,No,Yes,2 x (Turbo Speed upto 4.5GHz) Performance Cores  4 x (Turbo Speed upto 3.3GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",No,Yes,Performance,Windows 11 Home,Yes,No,1920x1080pixels,No,Yes,"50Wh, 3 Cell Battery",328.6x223.5x17.9mm,No,AV14-52P,14inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 157PPI,Stereo,720p HD,Killer Wireless 6E 1675i,Intel,Aspire Vero,50 Wh,LED,Yes,1year Onsite Warranty,high-brightness (300 nits),Yes,13th Gen Intel Core i3 1315U,3-pin 65 W AC Adapter,v5.1,1.5kg,Ultrabook,58565.0
4.2,79,3,2,36,2030,2352,1 x HDMI 1.4b Port,"Backlit, English, Yes",12th Gen,Intel Integrated Intel Iris Xe Graphics,512GB,Yes,10 nm,"1 x USB Type-C, 2 x USB 3.0",16GB LPDDR4x,No,Yes,Yes,2 x 1.3GHz (Turbo Speed upto 4.4GHz) Performance Cores  8 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB,Built-in Dual Array Microphones,Performance,Windows 11 Home (64-bit),Yes,No,1920x1200pixels,4266MHz,Yes,No,No,No,82R70069IN,14inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 162PPI,Built-in Dual Speakers,Yes,"11ac (2x2), NA",Intel,IdeaPad Flex 5,No,IPS,Yes,1year Onsite Warranty,"Full HD Touch Display, Brightness 250nits Glossy, 45 Percent NTSC",No,12th Gen Intel Core i5 1235U,65W USB-C AC Adapter,v5.1,No,Hybrid,19701.0
4.3,51,3,218,260,1874,2352,1 x HDMI Port,No,3rd Gen,\u200eAMD Integrated,256GB,Yes,No,"1 x USB Type-C, 2 x USB 3.0",8GB DDR4,No,No,Yes,2 x 2.3GHz (Turbo Speed upto 3.2GHz) Cores,"Dual Core, 2 Threads",4MB,Yes,"Everyday Use, Business, Performance",Windows 11 Home (64-bit),No,No,1920x1080pixels,No,Yes,No,No,Yes,255 G8,15.6inches,"Laptop, Adaptor & Manual",~ 141PPI,Inbuilt,Yes,\u200e802.11a/b/g/n/ac,AMD,255 G8,No,LED,Yes,1year Warranty,No,Yes,3rd Gen AMD Athlon  3050U,No,Yes,No,Netbook,49990.0
4.35,98,3,255,332,1383,2352,1 x HDMI 2.0 Port,Full-size backlit with 1.4mm key travel,12th Gen,NVIDIA GeForce RTX 3060,1TB,Yes,10 nm,"2 x USB Type-C, 1 x USB 3.0",32GB DDR4,No,Yes,No,6 x 2.3GHz (Turbo Speed upto 4.7GHz) Performance Cores  8 x 1.7GHz (Turbo Speed upto 3.5GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24MB,Array microphone with Cortana and Alexa voice-recognition support,"Gaming, Business, Performance",Windows 11 Home (64-bit),Yes,No,3840x2160pixels,No,Yes,8 Cell Battery,359.8x249.2x21.5mm,No,UX582ZM-H701WS,15.6inches,"Laptop, Discrete Palm Rest, ASUS Pen",~ 282PPI,No,IR webcam with Windows Hello support,Intel Wi-Fi 6 with Gig+ performance (802.11ax),Intel,ZenBook Pro Duo 15 OLED,No,OLED 4K,Precision Touchpad Technology,2years Warranty,"5mm-thin bezel with 93% screen-to-body ratio, 178° wide-view technology, 100% DCI-P3",No,12th Gen Intel Core i7 12700H,240W AC Adapter,Yes,2.34kg,Ultrabook,72990.0
3.8,82,3,21,53,2176,2352,1 x HDMI Port,No,11th Gen,NVIDIA GeForce MX330,256GB,Yes,10 nm SuperFin,2 x USB 3.0,8GB DDR4,No,No,Yes,4 x 1.2GHz (Turbo Speed upto 4.7GHz) Cores,"Quad Core, 8 Threads",12MB,Yes,Everyday Use,Windows 10 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,No,359x235x17.9mm,Yes,K513EP-EJ702TS,15.6inches,"Laptop, adaptor, power cable, manual",~ 141PPI,No,Yes,Yes,Intel,Vivobook Ultra K15,No,LED,Yes,1year Warranty,No,No,11th Gen Intel Core i7 1165G7,No,Yes,2.24kg,Netbook,25499.0
4.3,99,1,4,83,27,2352,1 x HDMI 2.1 Port,"Full-size, backlit, nightfall black Keyboard",12th Gen,Intel Integrated Iris Xe,512GB,Yes,10 nm,"2 x USB Type-C, 2 x USB 3.0",16GB DDR4,NVMe,Yes,No,2 x 1.3GHz (Turbo Speed upto 4.4GHz) Performance Cores  8 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB,Yes,Performance,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,No,Yes,"51Wh, 3 Cell Battery",No,No,15-ew0043TU,15.6inches,"Laptop, battery, adapter, cables and user manuals",~ 141PPI,Built-in Speakers,"Yes, 5MP",Intel 6E AX211 (2x2),Intel,Envy x360,51 Wh Li-ion polymer,OLED,Yes,1year Onsite Warranty,"edge-to-edge glass, micro-edge, Low Blue Light, SDR Brightness: 400 nits, HDR Brightness: 500 nits, 141 ppi, Color Gamut: 100% DCI-P3",No,12th Gen Intel Core i5 1235U,65 W USB Type-C power adapter,v5.2,1.7kg,2 In 1,200767.0
4.65,88,3,223,292,1509,2352,1 x HDMI v2.0b Port,"RGB Backlit Chiclet Keyboard, Yes",11th Gen,NVIDIA GeForce RTX 3050 Ti,512GB,Yes,No,3 x USB 3.0,16GB DDR4,No,No,Yes,6 x 2.2GHz (Turbo Speed upto 4.5GHz) Cores,"Hexa Core, 12 Threads",12MB,Built-In Array Microphone,"Gaming, Performance",Windows 10 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,"90Wh, 4 Cell Battery",380x259x22.8mm,10/100/1000 Mbps,FX506HE-BHN245T,15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Built-In Dual Speakers,Yes,Wi-Fi 6 (802.11ax),Intel,TUF Gaming F15,No,LED,Yes,1year Onsite Warranty,"Full HD LED Backlit, IPS, Adaptive-Sync Display (144Hz Refresh Rate, 250 nits Brightness, 1000:1 Contrast, 45% NTSC Color Gamut, 62.5% SRGB)",Kensington Lock Slot,11th Gen Intel Core i5 11400H,180 W AC Adapter,v5.2,2.2kg,Netbook,81199.0
4.1,75,2,163,227,1051,2352,1 x HDMI 2.1 Port,Single backlight Keyboard(White),13th Gen,Intel Integrated Iris Xe,1TB,Yes,10 nm SuperFin,"2 x USB Type-C, 1 x USB 3.0",16GB LPDDR5,NVMe PCIe Gen4,No,Yes,4 x 2.2GHz (Turbo Speed upto 5GHz) Performance Cores  8 x 1.6GHz (Turbo Speed upto 3.7GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18MB,Yes,Performance,Windows 11 Home (64-bit),Yes,No,1920x1200pixels,4800MHz,Yes,"75Wh, 4 Cell Battery",299x210x16.9mm,No,Prestige 13Evo A13M-063IN,13.3inches,"Laptop, Power adapter, Laptop Bag",~ 170PPI,Built-in Speakers,Yes,Intel Killer 6E AX1675(s),Intel,Prestige 13 Evo,75 WHrs Li-ion,IPS-Level panel,Yes,2years Warranty,"100% sRGB(Typical),",No,13th Gen Intel Core i7 1360P,65W adapter,v5.2,990g,Ultrabook,99999.0
4.75,72,2,54,292,516,2352,No,No,12th Gen,Intel Iris Xe Graphics,512GB,No,10 nm,"2 x USB Type-C, 2 x USB 3.0",8GB DDR4,No,Yes,No,2 x 1.3GHz (Turbo Speed upto 4.4GHz) Performance Cores  8 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB,Yes,"Everyday Use, Business, Performance",Windows 11 Home (64-bit),Yes,No,1920x1200pixels,3200MHz,No,6 Cell Battery,No,No,Inspiron 7620 2in1,16inches,"Laptop, Adaptor",~ 142PPI,Inbuilt,Yes,Yes,Intel,7000 Series,No,No,Yes,1year Warranty,No,No,12th Gen Intel Core i5 1235U,65W Type-C EPEAT Adapter,Yes,No,Hybrid,79990.0
